Q29,Q29_TEXT,Q10,Q11,Q12,Q14,Q31,Q15,Q16,Q17,Q18,Q19,Q28,Q20,Q20_TEXT,Q21,Q22,Q22_TEXT
United States, ,30,Female,3,Masters or equivalent,Yes,Therapist II,Mental Health and Substance Abuse Social Workers,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,42000,55,Caucasian, 
United States, ,31,Male,13,High school/GED,Yes,Assistant Seafood Manager,"51-3022.00 - Meat, Poultry, and Fish Cutters and Trimmers",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"28,000",40,Caucasian, 
United States, ,25,Female,1,2-year degree,Yes,childcare worker,39-9011.00 - Childcare Workers,Part-time,Public (not-for-profit) sector,Yes,No,I'd rather not say, ,20,Caucasian, 
United States, ,29,Female,3,4-year degree,Yes,him,29-2071.00  medical records and health information technichan,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"77,000",40,Asian, 
United States, ,30,Female,2,4-year degree,Yes,Freelance Writer,"Poets, Lyricists, and Creative Writers",Part-time,Private (for-profit) sector,Yes,No,American Dollar,32000,20,Caucasian, 
United States, ,29,Female,1.5,4-year degree,Yes,Sales Associate,Retail Salesperson,Part-time,Private (for-profit) sector,Yes,No,American Dollar,"11,000",18,Caucasian, 
United States, ,31,Female,6,2-year degree,Yes,Assistant General Manager,General and Operations Managers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,42000,45,Caucasian, 
United States, ,26,Male,3,High school/GED,Yes,Flight attendant,Flight attendants,Full-time,Private (for-profit) sector,Yes,No,American Dollar,26000,40,Caucasian, 
United States, ,26,Female,4,Masters or equivalent,Yes,PhD Graduate Student,"25-1191.00	Graduate Teaching Assistants",Full-time,Private (for-profit) sector,Yes,No,American Dollar,16000,55,Caucasian, 
United States, ,29,Male,2,High school/GED,Yes,Customer Service Representative,Customer Service Representatives,Part-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,32,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,25,Male,2,2-year degree,Yes,Sale Representative,"Sales Representatives, Services, All Other",Full-time,Private (for-profit) sector,Yes,Yes,I'd rather not say, ,40,African American, 
 , , , , , , , , , , , , , , , , , 
United States, ,30,Female,3,Ph.D. or equivalent,Yes,Resource Coordinator,Human Resource Manager,Full-time,Private (for-profit) sector,Yes,No,American Dollar,60000,30,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,43,Female,1,4-year degree,Yes,Nurse,29-1141.00 - Registered Nurses,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,62000,40,Caucasian, 
United States, ,43,Female,2.5,Masters or equivalent,Yes,Paralegal,23-2011.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,90000,45,Asian, 
United States, ,26,Male,2,4-year degree,Yes,accountant,Accountant,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"30,000",42,Asian, 
United States, ,44,Female,1,High school/GED,Yes,Administrative Assistant,"43-6014.00 	Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Part-time,Private (for-profit) sector,Yes,No,American Dollar,"25,000",20,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,38,Female,2,High school/GED,Yes,Manufacturing Producer,Helpers-Production Workers,Part-time,Private (for-profit) sector,Yes,No,American Dollar,9600,24,African American, 
 , , , , , , , , , , , , , , , , , 
United States, ,23,Male,1,High school/GED,Yes,Kalmar driver,Pile-Driver Operators,Part-time,Private (for-profit) sector,Yes,Yes,American Dollar,15000,30,Caucasian, 
United States, ,57,Female,5,Masters or equivalent,Yes,senior analyst,Management Analysts,Full-time,Private (for-profit) sector,Yes,No,American Dollar,50000,45,Caucasian, 
United States, ,39,Male,9,4-year degree,Yes,System Application Analyst,Computer Systems Analyst,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"60,000",45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,28,Female,4,4-year degree,Yes,photo assistant,"27-4021.00	Photographers",Part-time,Private (for-profit) sector,Yes,No,American Dollar,15000,30-35,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,23,Female,1,4-year degree,Yes,Sales Associate,41-2011.00,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,10000,40,Caucasian, 
United States, ,27,Female,9,4-year degree,Yes,tech,pharmacy tech,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"30,000",40,Caucasian, 
United States, ,53,Female,4,2-year degree,Yes,health information system manager,Medical Records and Health Information Technicians,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"21,000",40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,29,Female,1,2-year degree,Yes,Medical Coding Analyst,Medical Records and Health Information Technicians,Full-time,Public (not-for-profit) sector,Yes,No,I'd rather not say, ,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,35,Male,2,2-year degree,No,Waiters and Waitresses,waiter,Full-time,Private (for-profit) sector,Yes,No,American Dollar,25000,50,Asian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,28,Male,7,High school/GED,Yes,Professional Musician,"Musicians, Instrumental",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"17,000",30,African American, 
United States, ,45,Male,14,4-year degree,Yes,Forensic crime scene surveyor,Forensic science technicians,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,90000,60,Caucasian, 
United States, ,29,Female,<1,Masters or equivalent,Yes,Newspaper Carrier Independent Contractor,"41-9091.00 - Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",Part-time,Private (for-profit) sector,Yes,No,American Dollar,"$50,000 ",20,Caucasian, 
United States, ,33,Female,1,4-year degree,No,AAVE,Maids and Housekeeping Cleaners,Part-time,Private (for-profit) sector,No,No,American Dollar,4048,36,African American, 
United States, ,32,Female,7,4-year degree,Yes,Entry line manager,29-1141.03,Full-time,Private (for-profit) sector,Yes,No,American Dollar,42500,42,Caucasian, 
United States, ,26,Female,0,4-year degree,Yes,unemployed,unemployed,Full-time,Public (not-for-profit) sector,No,No,I'd rather not say, ,5,Caucasian, 
United States, ,21,Male,0.5,High school/GED,Yes,call center representative,Customer Service Representatives,Full-time,Private (for-profit) sector,Yes,No,American Dollar,21000,45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,45,Male,15,2-year degree,Yes,shipping supervisor,"Shipping, Receiving, and Traffic Clerks,",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"45,000",45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,36,Female,9,Masters or equivalent,Yes,embedded firmware engineer,"Software Developers, Systems Software",Full-time,Private (for-profit) sector,Yes,No,American Dollar,75000,40,Caucasian, 
United States, ,28,Female,5,High school/GED,Yes,retail manager,sales manager,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"26,000",40,Caucasian, 
United States, ,25,Female,0.5,4-year degree,Yes,Kitchen manager,Food Service Managers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"23,000",35,Caucasian, 
United States, ,31,Male,3,2-year degree,Yes,Teir 2 Deskside support,"Hotel, Motel, and Resort Desk Clerks",Full-time,Private (for-profit) sector,Yes,No,American Dollar,46000,50,Caucasian, 
United States, ,40,Female,6,4-year degree,Yes,operations manager,General and operations managers,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,40000,40,Caucasian, 
 , ,69,Female,35,High school/GED, ,RETIRED SECRETARY,LEGAL SECRETARY,Full-time,Private (for-profit) sector,Yes, , , ,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,24,Male,3,Masters or equivalent,Yes,Sales Director,11-2022.00 Sales Managers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"155,000",80,African American, 
Canada, ,29,Female,5,High school/GED,Yes,cashier,Cashiers,Full-time,Private (for-profit) sector,Yes,No,Canadian Dollar,"25,000",32,Caucasian, 
United States, ,51,Male,25,4-year degree,Yes,Investigator,33-9021.00,Part-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,25,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,24,Female,2,4-year degree,Yes,Supervisor,First-Line Supervisors of Office and Administrative Support Workers,Part-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,18,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,28,Male,7,High school/GED,Yes,customer service,Customer Service Representatives,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"26,000.00",75,Caucasian, 
United States, ,36,Female,6,4-year degree,Yes,Financial Manager,Treasurers and Controllers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,65000,40,Hispanic, 
 , , , , , , , , , , , , , , , , , 
United States, ,22,Female,1,4-year degree,Yes,sales associate,"41-2031.00	Retail Salespersons",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"15,500",38,Caucasian, 
United States, ,33,Female,4,4-year degree,Yes,paralegal,23-2011.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,45000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,59,Female,10,High school/GED,Yes,Inspector/volunteer,43-9199.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"25,000",72,Caucasian, 
United States, ,39,Male,2,4-year degree,Yes,Lending Assistant,"Financial managers, branch or department",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"35,000",45,Caucasian, 
United States, ,20,Male,3,2-year degree,Yes,Assistant,Office Assistant,Part-time,Public (not-for-profit) sector,Yes,No,American Dollar,"10,000$",40,Caucasian, 
United States, ,63,Male,31,4-year degree,Yes,Deflined Benefit Pension Consultant," 	Compensation, Benefits, and Job Analysis Specialists",Full-time,Private (for-profit) sector,Yes,No,American Dollar,74000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,25,Male,2,Masters or equivalent,Yes,MEDIA MANGER,27-3099.00 27-3099.00,Full-time,Private (for-profit) sector,No,Yes,American Dollar,35000,50,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,52,Female,2,Masters or equivalent,Yes,systems engineer,41-9031.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,175000,65,Caucasian, 
United States, ,32,Female,1,High school/GED,Yes,Office Assistance,"Office Clerk, General",Part-time,Private (for-profit) sector,Yes,No,American Dollar,10200,20,Caucasian, 
United States, ,22,Male,5,Ph.D. or equivalent,Yes,Pharmacy Technician,Pharmacy Technicians,Part-time,Private (for-profit) sector,Yes,No,American Dollar,"15,000",34,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,29,Female,29,High school/GED,Yes,Clinic assistant,Medical assistant,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"25,000",38,Caucasian, 
United States, ,32,Male,7,Ph.D. or equivalent,Yes,Physician,Hospitalists,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,130000,75,Caucasian, 
 , ,42,Female,2,4-year degree, ,Owner,Animal Trainer,Full-time,Private (for-profit) sector,Yes, , , ,40,Other:,miked ethnicity
United States, ,30,Male,7,4-year degree,Yes,parts department manager,41-1012.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,83000,45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,29,Female,4,2-year degree,Yes,analyst,15-1121.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,49000,40,Caucasian, 
United States, ,23,Female,2,4-year degree,Yes,Research Assistant,Graduate Teaching Assistants,Part-time,Public (not-for-profit) sector,Yes,Yes,American Dollar,"21,000",20,Caucasian, 
United States, ,27,Female,1,4-year degree,Yes,educator,teacher,Part-time,Public (not-for-profit) sector,Yes,No,I'd rather not say, ,20,Asian, 
 , , , , , , , , , , , , , , , , , 
United States, ,29,Male,1,4-year degree,Yes,Data Operations Implementation Analyst,Business Intelligence Analysts,Full-time,Private (for-profit) sector,Yes,No,American Dollar,85000,42,Asian, 
United States, ,47,Female,9,High school/GED,Yes,Technical Writer (I write training for skill acquisition programs using task analysis/methodologies for people with learning disabilities),13-1151.00,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"34,000.00",50,Caucasian, 
United States, ,32,Male,2,4-year degree,Yes,Search Engine Optimizer,Search Marketing Strategists (Though neither this nor any of the results match my job description very well),Full-time,Private (for-profit) sector,Yes,No,American Dollar,26000,30,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,29,Male,2,4-year degree,Yes,Director,Investment Fund Managers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,100000,60,Asian, 
United States, ,39,Male,3,4-year degree,Yes,Broadcast Engineer,Broadcast Technicians,Full-time,Private (for-profit) sector,Yes,No,American Dollar,73000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,27,Male,3,2-year degree,Yes,bartender,Bartenders,Full-time,Private (for-profit) sector,Yes,No,American Dollar,35000,35,Native American, 
United States, ,28,Female,3,4-year degree,Yes,Certified Medical Technologist,Medical and Clinical Laboratory Technologist,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,37000,40,Caucasian, 
United States, ,44,Male,5,4-year degree,Yes,Industrial Designer,Industrial Engineering,Full-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,40-50,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,25,Female,1,2-year degree,Yes,Attendant,Orderlies,Full-time,Private (for-profit) sector,Yes,No,American Dollar,12000,30,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,39,Female,7,2-year degree,Yes,patient registrar,receptionists and information clerks,Full-time,Private (for-profit) sector,Yes,No,American Dollar,44000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,34,Female,4,4-year degree,Yes,Program Control Analyst,Management Analyst,Full-time,Public (not-for-profit) sector,Yes,No,I'd rather not say, ,40,African American, 
 , , , , , , , , , , , , , , , , , 
United States, ,27,Male,2,4-year degree,Yes,Inside Sales Account Manager," 41-4011.00 - Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"$45,000 ",45,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,33,Female,1,High school/GED,Yes,self employed,Customer Service Representatives,Part-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,25,Caucasian, 
United States, ,34,Female, ,High school/GED,Yes, , ,Full-time,Private (for-profit) sector,No,Yes,American Dollar,"35,000", ,Caucasian, 
United States, ,32,Female,2,Masters or equivalent,Yes,Physician assistant,Physician assistants,Part-time,Public (not-for-profit) sector,Yes,No,American Dollar,"$90,000 ",30,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,31,Female,4,4-year degree,Yes,Global Training Lead,Sales Manager,Part-time,Private (for-profit) sector,Yes,No,American Dollar,"168,000",50,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,49,Female,15,4-year degree,Yes,Staff Assistant,Executive Secretaries and Executive Administrative Assistants,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"39,000",40,Caucasian, 
